season,team,matches,points,win,draw,loss,goals_for,goals_against,attendance,accurateCross,accurateLongBalls,accuratePasses,aerialDuelsPercentage,ballPossession,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedScoringAttempt,cornerKicks,dispossessed,dribblesPercentage,duelWonPercent,finalThirdEntries,fouls,goalkeeperSaves,hitWoodwork,interceptionWon,passes,shotsOffGoal,shotsOnGoal,totalClearance,totalShotsInsideBox,totalShotsOnGoal,totalShotsOutsideBox,totalTackle,wonTacklePercent,goal_difference,win_pct,goals_per_game,position,is_champion,top_4,relegated
2021-2022,Chelsea,38,74,21,11,6,76,33,39328.791666666664,4.105263157894737,25.68421052631579,531.578947368421,14.263157894736842,62.26315789473684,,2.5405405405405403,1.5142857142857142,1.4642857142857142,4.631578947368421,6.342105263157895,10.078947368421053,9.578947368421053,51.21052631578947,59.60526315789474,10.763157894736842,2.3333333333333335,0.4473684210526316,9.131578947368421,609.9736842105264,5.394736842105263,5.552631578947368,16.210526315789473,10.078947368421053,15.578947368421053,5.5,16.342105263157894,9.157894736842104,43,55.26315789473685,2.0,3,False,True,False
2021-2022,Crystal Palace,38,48,11,15,12,50,46,31888.0,3.973684210526316,26.31578947368421,365.86842105263156,16.13157894736842,51.1578947368421,,1.6944444444444444,1.1379310344827587,1.0,2.9473684210526314,4.605263157894737,12.394736842105264,10.078947368421053,50.526315789473685,50.21052631578947,10.894736842105264,2.6578947368421053,0.2894736842105263,8.763157894736842,455.5,4.026315789473684,3.8684210526315788,19.236842105263158,7.921052631578948,10.842105263157896,2.9210526315789473,16.736842105263158,9.81578947368421,4,28.947368421052634,1.3157894736842106,12,False,False,False
2021-2022,Everton,38,39,11,6,21,43,66,41648.61111111111,4.315789473684211,22.605263157894736,249.81578947368422,16.842105263157894,39.76315789473684,,1.3611111111111112,0.8,0.8064516129032258,3.8684210526315788,4.2368421052631575,8.552631578947368,8.868421052631579,49.55263157894737,54.81578947368421,9.68421052631579,3.3684210526315788,0.18421052631578946,9.605263157894736,340.63157894736844,4.0,3.6315789473684212,20.394736842105264,7.342105263157895,11.5,4.157894736842105,18.55263157894737,10.578947368421053,-23,28.947368421052634,1.131578947368421,16,False,False,False
2021-2022,Leeds United,38,38,9,11,18,42,79,36142.92592592593,3.1842105263157894,22.973684210526315,338.55263157894734,12.552631578947368,52.526315789473685,,1.6578947368421053,1.0277777777777777,0.8666666666666667,3.6052631578947367,4.473684210526316,7.842105263157895,8.921052631578947,47.10526315789474,49.86842105263158,12.342105263157896,3.972972972972973,0.47368421052631576,10.394736842105264,434.2894736842105,5.105263157894737,4.052631578947368,15.894736842105264,7.552631578947368,12.763157894736842,5.2105263157894735,20.68421052631579,11.473684210526315,-37,23.684210526315788,1.105263157894737,17,False,False,False
2021-2022,Leicester City,38,52,14,10,14,62,59,34449.307692307695,2.5789473684210527,22.842105263157894,399.86842105263156,14.0,52.18421052631579,,1.972972972972973,1.121212121212121,1.2,3.1052631578947367,4.868421052631579,9.68421052631579,7.815789473684211,49.89473684210526,49.078947368421055,9.368421052631579,3.5526315789473686,0.23684210526315788,9.657894736842104,488.89473684210526,3.8947368421052633,4.447368421052632,19.13157894736842,7.078947368421052,11.447368421052632,4.368421052631579,18.157894736842106,10.105263157894736,3,36.84210526315789,1.631578947368421,8,False,False,False
2021-2022,Liverpool,38,92,28,8,2,94,26,41387.22727272727,5.815789473684211,30.236842105263158,527.1315789473684,15.105263157894736,63.21052631578947,,3.5675675675675675,1.6857142857142857,2.0277777777777777,5.631578947368421,7.421052631578948,9.631578947368421,9.026315789473685,49.05263157894737,73.15789473684211,9.552631578947368,2.1578947368421053,0.23684210526315788,8.973684210526315,620.7105263157895,6.815789473684211,6.7368421052631575,13.131578947368421,12.894736842105264,19.18421052631579,6.2894736842105265,14.578947368421053,8.421052631578947,68,73.68421052631578,2.473684210526316,2,False,True,False
2021-2022,Manchester City,38,93,29,6,3,99,26,47021.0,4.421052631578948,30.763157894736842,616.3421052631579,12.736842105263158,68.23684210526316,,3.210526315789474,1.911764705882353,1.8387096774193548,5.578947368421052,8.31578947368421,8.263157894736842,11.18421052631579,51.68421052631579,71.3157894736842,8.447368421052632,1.6756756756756757,0.631578947368421,7.342105263157895,687.3157894736842,6.526315789473684,6.657894736842105,9.736842105263158,13.105263157894736,18.763157894736842,5.657894736842105,13.078947368421053,7.473684210526316,73,76.31578947368422,2.6052631578947367,1,True,True,False
2021-2022,Manchester United,38,58,16,10,12,57,57,55809.57142857143,3.973684210526316,25.31578947368421,414.57894736842104,14.68421052631579,52.76315789473684,,2.1052631578947367,1.3243243243243243,1.1071428571428572,3.789473684210526,5.184210526315789,8.763157894736842,9.68421052631579,50.89473684210526,53.5,10.421052631578947,3.3684210526315788,0.34210526315789475,8.921052631578947,500.8157894736842,4.657894736842105,4.921052631578948,17.710526315789473,8.578947368421053,13.368421052631579,4.7894736842105265,15.394736842105264,9.447368421052632,0,42.10526315789473,1.5,6,False,False,False
2021-2022,Newcastle United,38,49,13,10,15,44,62,45008.8275862069,3.9473684210526314,25.63157894736842,245.5,17.81578947368421,40.0,,1.3611111111111112,0.9032258064516129,0.65625,3.1842105263157894,4.2105263157894735,9.447368421052632,9.447368421052632,50.86842105263158,47.18421052631579,10.31578947368421,2.8157894736842106,0.18421052631578946,9.473684210526315,329.0263157894737,4.7105263157894735,3.9210526315789473,19.55263157894737,7.052631578947368,11.81578947368421,4.7631578947368425,17.342105263157894,10.078947368421053,-18,34.21052631578947,1.1578947368421053,11,False,False,False
2021-2022,Norwich City,38,22,5,7,26,23,84,32306.23076923077,3.3421052631578947,24.289473684210527,294.94736842105266,13.026315789473685,42.5,,1.0,0.7714285714285715,0.3448275862068966,3.0789473684210527,4.342105263157895,8.236842105263158,7.842105263157895,48.60526315789474,43.39473684210526,9.368421052631579,3.810810810810811,0.21052631578947367,10.026315789473685,380.6842105263158,3.8684210526315788,2.8684210526315788,21.473684210526315,5.394736842105263,9.81578947368421,4.421052631578948,16.157894736842106,9.68421052631579,-61,13.157894736842104,0.6052631578947368,20,False,False,True
2021-2022,Southampton,38,40,9,13,16,43,67,35335.818181818184,3.973684210526316,20.605263157894736,308.3421052631579,17.763157894736842,47.71052631578947,,1.7647058823529411,1.2424242424242424,0.6785714285714286,3.5526315789473686,6.131578947368421,9.605263157894736,9.210526315789474,48.68421052631579,54.026315789473685,10.578947368421053,3.1052631578947367,0.2631578947368421,11.736842105263158,402.3157894736842,4.657894736842105,4.473684210526316,20.026315789473685,7.842105263157895,12.68421052631579,4.842105263157895,15.842105263157896,8.947368421052632,-24,23.684210526315788,1.131578947368421,15,False,False,False
2021-2022,Tottenham Hotspur,38,71,22,5,11,69,40,46929.36,3.973684210526316,21.973684210526315,428.7105263157895,14.868421052631579,51.81578947368421,,2.810810810810811,1.7142857142857142,1.4193548387096775,3.5,5.078947368421052,8.973684210526315,9.868421052631579,51.526315789473685,47.973684210526315,10.157894736842104,2.5789473684210527,0.34210526315789475,9.342105263157896,504.3421052631579,4.2105263157894735,5.2105263157894735,19.94736842105263,8.552631578947368,12.921052631578947,4.368421052631579,15.736842105263158,9.18421052631579,29,57.89473684210527,1.8157894736842106,4,False,True,False
2021-2022,Watford,38,23,6,5,27,34,77,29014.576923076922,3.8421052631578947,24.5,250.23684210526315,18.86842105263158,40.31578947368421,,1.6111111111111112,1.1470588235294117,0.6551724137931034,2.5526315789473686,4.2368421052631575,10.236842105263158,10.394736842105264,47.63157894736842,51.473684210526315,11.631578947368421,3.0789473684210527,0.2894736842105263,11.68421052631579,343.3157894736842,4.605263157894737,3.3421052631578947,22.789473684210527,6.5,10.5,4.0,16.157894736842106,9.368421052631579,-43,15.789473684210526,0.8947368421052632,19,False,False,True
2021-2022,West Ham United,38,56,16,8,14,60,51,43588.739130434784,4.131578947368421,25.31578947368421,351.63157894736844,16.894736842105264,47.71052631578947,,2.0277777777777777,1.15625,1.0909090909090908,3.3684210526315788,5.2631578947368425,7.7105263157894735,8.052631578947368,49.5,52.973684210526315,8.5,3.0526315789473686,0.2631578947368421,9.842105263157896,436.2894736842105,4.315789473684211,4.131578947368421,19.86842105263158,8.052631578947368,11.81578947368421,3.763157894736842,14.052631578947368,7.921052631578948,9,42.10526315789473,1.5789473684210527,7,False,False,False
2021-2022,Wolverhampton,38,51,15,6,17,38,43,37105.913043478264,3.6052631578947367,27.473684210526315,374.63157894736844,12.236842105263158,49.526315789473685,,1.6571428571428573,1.2121212121212122,0.6428571428571429,2.8421052631578947,4.421052631578948,8.973684210526315,11.842105263157896,50.18421052631579,48.39473684210526,9.631578947368421,3.3783783783783785,0.3157894736842105,10.236842105263158,460.9736842105263,4.157894736842105,3.5789473684210527,20.289473684210527,6.2894736842105265,10.578947368421053,4.2894736842105265,17.710526315789473,9.921052631578947,-5,39.473684210526315,1.0,10,False,False,False
2022-2023,Arsenal,38,84,26,6,6,88,43,48255.52631578947,3.6315789473684212,22.210526315789473,459.3157894736842,12.894736842105264,59.76315789473684,61.25,2.6052631578947367,1.3888888888888888,1.4411764705882353,4.842105263157895,5.868421052631579,9.947368421052632,9.394736842105264,50.026315789473685,65.28947368421052,9.81578947368421,2.5,0.39473684210526316,6.2368421052631575,538.0526315789474,5.394736842105263,5.368421052631579,14.894736842105264,10.894736842105264,15.605263157894736,4.7105263157894735,14.947368421052632,9.026315789473685,45,68.42105263157895,2.3157894736842106,2,False,True,False
2022-2023,Aston Villa,38,61,18,7,13,51,46,40274.97297297297,3.3684210526315788,23.07894736842105,340.0,11.736842105263158,49.39473684210526,57.0,2.0,1.1764705882352942,0.967741935483871,3.3684210526315788,4.2894736842105265,9.763157894736842,7.7894736842105265,50.05263157894737,48.86842105263158,10.973684210526315,2.8684210526315788,0.5526315789473685,8.526315789473685,419.4736842105263,4.0,3.973684210526316,17.44736842105263,7.315789473684211,11.342105263157896,4.026315789473684,16.63157894736842,8.894736842105264,5,47.368421052631575,1.3421052631578947,7,False,False,False
2022-2023,Bournemouth,38,39,11,6,21,37,71,25856.45945945946,3.6052631578947367,21.157894736842106,284.39473684210526,13.763157894736842,40.13157894736842,65.75,1.3513513513513513,0.84375,0.7419354838709677,2.526315789473684,3.789473684210526,9.657894736842104,8.447368421052632,48.1578947368421,45.578947368421055,10.289473684210526,3.5789473684210527,0.13157894736842105,9.289473684210526,366.7894736842105,3.3947368421052633,3.5,25.605263157894736,6.7894736842105265,9.421052631578947,2.6315789473684212,16.263157894736842,9.763157894736842,-34,28.947368421052634,0.9736842105263158,15,False,False,False
2022-2023,Brentford,38,59,15,14,9,58,46,29797.472222222223,4.473684210526316,26.55263157894737,273.8421052631579,17.55263157894737,43.473684210526315,59.333333333333336,2.4594594594594597,1.5,1.25,2.236842105263158,4.2894736842105265,8.81578947368421,6.947368421052632,50.26315789473684,55.36842105263158,9.31578947368421,4.052631578947368,0.2631578947368421,8.973684210526315,366.3157894736842,4.2368421052631575,4.2631578947368425,20.263157894736842,7.868421052631579,10.736842105263158,2.8684210526315788,15.447368421052632,8.868421052631579,12,39.473684210526315,1.5263157894736843,9,False,False,False
2022-2023,Brighton & Hove Albion,38,62,18,8,12,72,53,35620.56756756757,4.421052631578948,23.94736842105263,480.86842105263156,11.736842105263158,60.421052631578945,54.333333333333336,3.0526315789473686,1.864864864864865,1.5161290322580645,4.2894736842105265,6.131578947368421,8.526315789473685,9.052631578947368,51.71052631578947,58.36842105263158,11.236842105263158,2.236842105263158,0.42105263157894735,7.973684210526316,560.0,5.7368421052631575,6.105263157894737,10.842105263157896,10.763157894736842,16.13157894736842,5.368421052631579,16.210526315789473,8.947368421052632,19,47.368421052631575,1.894736842105263,6,False,False,False
2022-2023,Chelsea,38,44,11,11,16,38,47,38903.91891891892,4.0,23.842105263157894,477.7368421052632,13.052631578947368,59.05263157894737,57.6,1.868421052631579,1.4444444444444444,0.7037037037037037,3.8421052631578947,5.5,10.026315789473685,10.052631578947368,52.28947368421053,56.28947368421053,10.447368421052632,3.0526315789473686,0.39473684210526316,8.973684210526315,556.5526315789474,4.7105263157894735,4.184210526315789,16.526315789473685,8.5,12.736842105263158,4.2368421052631575,19.473684210526315,11.710526315789474,-9,28.947368421052634,1.0,12,False,False,False
2022-2023,Crystal Palace,38,45,11,12,15,40,49,32051.135135135137,3.5526315789473686,22.86842105263158,327.63157894736844,13.105263157894736,46.13157894736842,56.0,1.4054054054054055,0.75,1.0,3.6315789473684212,4.894736842105263,12.026315789473685,9.657894736842104,50.0,51.76315789473684,11.736842105263158,3.0526315789473686,0.2894736842105263,9.447368421052632,413.3421052631579,4.0,3.5789473684210527,20.736842105263158,7.105263157894737,11.210526315789474,4.105263157894737,18.157894736842106,11.078947368421053,-9,28.947368421052634,1.0526315789473684,11,False,False,False
2022-2023,Everton,38,36,8,12,18,34,57,38477.05263157895,4.184210526315789,24.0,286.8421052631579,15.342105263157896,42.578947368421055,58.2,1.8055555555555556,1.3823529411764706,0.6206896551724138,3.210526315789474,4.605263157894737,7.894736842105263,7.973684210526316,51.1578947368421,56.26315789473684,10.421052631578947,3.3684210526315788,0.15789473684210525,10.263157894736842,372.42105263157896,4.078947368421052,4.0,21.81578947368421,7.342105263157895,11.289473684210526,3.9473684210526314,18.63157894736842,11.157894736842104,-23,21.052631578947366,0.8947368421052632,17,False,False,False
2022-2023,Fulham,38,52,15,7,16,55,53,30910.135135135137,5.2368421052631575,24.842105263157894,340.92105263157896,13.526315789473685,48.63157894736842,52.2,1.6756756756756757,0.8333333333333334,1.0666666666666667,3.0526315789473686,4.7894736842105265,9.973684210526315,7.078947368421052,49.55263157894737,52.18421052631579,10.81578947368421,3.8421052631578947,0.39473684210526316,8.947368421052632,426.2368421052632,4.315789473684211,3.9210526315789473,18.789473684210527,7.473684210526316,11.289473684210526,3.8157894736842106,16.42105263157895,9.18421052631579,2,39.473684210526315,1.4473684210526316,10,False,False,False
2022-2023,Leeds United,38,31,7,10,21,48,78,34111.89189189189,4.2368421052631575,17.81578947368421,298.5,15.473684210526315,46.94736842105263,63.5,1.6666666666666667,1.0277777777777777,0.8846153846153846,3.8421052631578947,5.2368421052631575,11.078947368421053,7.052631578947368,47.89473684210526,56.8421052631579,12.289473684210526,2.8947368421052633,0.15789473684210525,10.31578947368421,398.60526315789474,4.5,3.8157894736842106,18.657894736842106,8.236842105263158,12.157894736842104,3.9210526315789473,22.07894736842105,12.631578947368421,-30,18.421052631578945,1.263157894736842,19,False,False,True
2022-2023,Leicester City,38,34,9,7,22,51,68,36289.31578947369,3.0789473684210527,20.0,366.89473684210526,13.5,47.6578947368421,66.0,1.9736842105263157,1.3611111111111112,0.8125,2.9473684210526314,3.5526315789473686,8.236842105263158,7.657894736842105,50.18421052631579,54.18421052631579,10.789473684210526,3.0526315789473686,0.34210526315789475,9.657894736842104,456.9736842105263,4.052631578947368,4.0,19.026315789473685,6.973684210526316,11.0,4.026315789473684,18.42105263157895,10.842105263157896,-17,23.684210526315788,1.3421052631578947,18,False,False,True
2022-2023,Liverpool,38,67,19,10,9,75,47,44616.28571428572,5.526315789473684,30.31578947368421,496.42105263157896,12.68421052631579,61.026315789473685,65.83333333333333,3.289473684210526,2.1666666666666665,1.4242424242424243,4.342105263157895,6.184210526315789,10.894736842105264,8.447368421052632,47.55263157894737,67.05263157894737,10.657894736842104,3.0,0.42105263157894735,8.763157894736842,589.5,6.0,5.578947368421052,14.210526315789474,11.368421052631579,15.921052631578947,4.552631578947368,15.526315789473685,9.736842105263158,28,50.0,1.9736842105263157,5,False,False,False
2022-2023,Manchester City,38,89,28,5,5,94,33,46601.07894736842,4.842105263157895,28.36842105263158,588.4736842105264,11.605263157894736,65.05263157894737,57.857142857142854,3.473684210526316,2.0588235294117645,1.7222222222222223,4.368421052631579,6.2631578947368425,7.842105263157895,8.789473684210526,52.31578947368421,62.73684210526316,9.131578947368421,1.5789473684210527,0.5,5.868421052631579,659.7894736842105,5.657894736842105,5.7631578947368425,10.289473684210526,10.736842105263158,15.789473684210526,5.052631578947368,12.394736842105264,7.157894736842105,61,73.68421052631578,2.473684210526316,1,True,True,False
2022-2023,Manchester United,38,75,23,6,9,58,43,52969.5,3.1052631578947367,24.736842105263158,413.44736842105266,12.289473684210526,53.78947368421053,63.2,2.9210526315789473,1.9189189189189189,1.3333333333333333,4.368421052631579,5.157894736842105,7.7105263157894735,8.394736842105264,49.39473684210526,54.81578947368421,11.157894736842104,2.6578947368421053,0.5263157894736842,9.263157894736842,502.2631578947368,5.578947368421052,5.657894736842105,19.31578947368421,9.552631578947368,15.605263157894736,6.052631578947368,17.31578947368421,10.526315789473685,15,60.526315789473685,1.5263157894736843,3,False,True,False
2022-2023,Newcastle United,38,71,19,14,5,68,33,43168.26315789474,5.552631578947368,24.05263157894737,337.05263157894734,14.710526315789474,52.39473684210526,55.75,2.973684210526316,1.9714285714285715,1.6923076923076923,4.447368421052632,7.105263157894737,9.552631578947368,9.18421052631579,50.89473684210526,53.0,10.68421052631579,2.5526315789473686,0.6842105263157895,8.763157894736842,422.42105263157896,5.394736842105263,5.184210526315789,17.0,10.973684210526315,15.026315789473685,4.052631578947368,15.973684210526315,9.473684210526315,35,50.0,1.7894736842105263,4,False,True,False
2022-2023,Nottingham Forest,38,38,9,11,18,38,68,34210.81578947369,2.763157894736842,20.289473684210527,230.28947368421052,14.81578947368421,37.28947368421053,60.333333333333336,1.3888888888888888,0.8235294117647058,0.7096774193548387,2.4473684210526314,3.3684210526315788,7.2105263157894735,6.842105263157895,50.578947368421055,45.73684210526316,11.710526315789474,3.108108108108108,0.21052631578947367,9.18421052631579,318.5263157894737,4.131578947368421,3.1052631578947367,23.473684210526315,6.2631578947368425,9.68421052631579,3.4210526315789473,17.342105263157894,10.18421052631579,-30,23.684210526315788,1.0,16,False,False,False
2022-2023,Southampton,38,25,6,7,25,36,73,34226.64864864865,3.8684210526315788,21.05263157894737,301.1578947368421,14.552631578947368,44.473684210526315,61.5,1.4444444444444444,0.9090909090909091,0.7586206896551724,2.9210526315789473,4.131578947368421,10.5,9.447368421052632,49.473684210526315,52.89473684210526,11.31578947368421,2.2432432432432434,0.2631578947368421,11.210526315789474,389.2894736842105,4.315789473684211,3.736842105263158,21.736842105263158,6.657894736842105,10.973684210526315,4.315789473684211,18.763157894736842,11.210526315789474,-37,15.789473684210526,0.9473684210526315,20,False,False,True
2022-2023,Tottenham Hotspur,38,60,18,6,14,70,63,50121.10526315789,4.842105263157895,24.342105263157894,395.94736842105266,14.552631578947368,49.94736842105263,63.0,2.0526315789473686,1.2352941176470589,1.0588235294117647,3.8421052631578947,5.342105263157895,9.368421052631579,8.105263157894736,49.63157894736842,46.63157894736842,11.157894736842104,2.9210526315789473,0.4473684210526316,8.947368421052632,474.7894736842105,4.552631578947368,5.2368421052631575,19.07894736842105,9.289473684210526,13.631578947368421,4.342105263157895,16.236842105263158,9.289473684210526,7,47.368421052631575,1.8421052631578947,8,False,False,False
